sl_no,slide_no,state,district,location_details,latitude,longitude,material_movement_history_raw
35511,UK/UTT/53J05/2015/1672,Uttarakhand,Uttarkashi,,30.891667,78.302778,Rock Slide NA
35512,UK/UTT/53J05/2015/1623,Uttarakhand,Uttarkashi,,30.891944,78.371667,Rock Slide NA
35513,UK/UTT/53J05/2015/1659,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.892222,78.319167,Rock Slide NA
35514,UK/UTT/53J05/2015/1663,Uttarakhand,Uttarkashi,,30.892222,78.313611,Rock Slide NA
35515,UK/UTT/53J01/2015/1478,Uttarakhand,Uttarkashi,,30.892639,78.241806,Rock Slide NA
35516,UK/UTT/53J05/2015/1658,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.892778,78.318889,Rock Slide NA
35517,UK/UTT/53J05/2015/1654,Uttarakhand,Uttarkashi,,30.892822,78.325334,Rock Slide NA
35518,UK/UTT/53J01/2015/1477,Uttarakhand,Uttarkashi,,30.892917,78.239944,Rock Slide NA
35519,UK/UTT/53J05/2015/1673,Uttarakhand,Uttarkashi,,30.893056,78.301667,Rock Slide NA
35520,UK/UTT/53J05/2015/1656,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.893443,78.320915,Rock Slide NA
35521,UK/UTT/53J05/2015/1655,Uttarakhand,Uttarkashi,,30.893458,78.323846,Rock Slide NA
35522,UK/UTT/53J09/2013/0026,Uttarakhand,Uttarkashi,"UK_UTT_NH108_L26 NH-108, Sunagar slide-2",30.8936,78.6741,Debris Slide 16th-17th June 2013
35523,UK/UTT/53J09/2015/927,Uttarakhand,Uttarkashi,Rishikesh-Gangotri road,30.893611,78.674444,Debris Flow 2013
35524,UK/DEH/53F13/2015/393,Uttarakhand,Dehradun,Palasu -Bhandrouli -Atal,30.894206,77.838018,Debris Slide NA
35525,UK/UTT/53J01/2015/1475,Uttarakhand,Uttarkashi,,30.894889,78.238389,Rock Slide NA
35526,UK/UTT/53J01/2015/1476,Uttarakhand,Uttarkashi,,30.895417,78.238806,Rock Slide NA
35527,UK/UTT/53J09/2015/926,Uttarakhand,Uttarkashi,L/b of river Bhagirathi,30.895833,78.676944,Debris Composite 2013
35528,UK/UTT/53J05/2015/1657,Uttarakhand,Uttarkashi,,30.896566,78.32007,Rock Slide NA
35529,UK/UTT/53J05/2015/1653,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.897196,78.325078,Rock Slide NA
35530,UK/UTT/53J05/2015/1652,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.898028,78.326435,Rock Slide NA
35531,UK/DEH/53F13/2015/392,Uttarakhand,Dehradun,Gamri -Tyuni- Palasu,30.898993,77.836854,Debris Slide NA
35532,UK/UTT/53J05/2015/1651,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.899141,78.325632,Rock Slide NA
35533,UK/UTT/53J01/2015/1468,Uttarakhand,Uttarkashi,,30.899635,78.232361,Rock Slide NA
35534,UK/UTT/53J01/2015/1469,Uttarakhand,Uttarkashi,,30.899728,78.229408,Rock Slide NA
35535,UK/UTT/53J05/2015/1650,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.900196,78.325517,Rock Slide NA
35536,UK/UTT/53J01/2015/1472,Uttarakhand,Uttarkashi,,30.900555,78.229232,Rock Slide NA
35537,UK/UTT/53J05/2015/1648,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.900556,78.328889,Rock Slide NA
35538,UK/UTT/53J01/2015/1471,Uttarakhand,Uttarkashi,,30.900724,78.229841,Rock Slide NA
35539,UK/UTT/53J09/2013/0027,Uttarakhand,Uttarkashi,"UK_UTT_NH108_L27 NH-108, Gangnani slide",30.9008,78.6786,Rock cum Debris 16th-17th June 2013
35540,UK/UTT/53J01/2015/1470,Uttarakhand,Uttarkashi,,30.901083,78.229722,Rock Slide NA
35541,UK/UTT/53J05/2015/1649,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.901111,78.325556,Rock Slide NA
35542,UK/UTT/53J05/2015/1647,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.901554,78.327633,Rock Slide NA
35543,UK/UTT/53J05/2015/1793,Uttarakhand,Uttarkashi,,30.901944,78.254167,Rock Slide NA
35544,UK/DEH/53F13/2015/391,Uttarakhand,Dehradun,Gamri -Tyuni- Palasu,30.902083,77.828556,Debris Slide NA
35545,UK/UTT/53J05/2015/1646,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.902257,78.328106,Rock Slide NA
35546,UK/UTT/53J05/2015/1622,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.903241,78.359805,Rock Slide NA
35547,UK/UTT/53J05/2015/1629,Uttarakhand,Uttarkashi,,30.903258,78.349479,Rock Slide NA
35548,UK/UTT/53J05/2015/1633,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.903333,78.340833,Rock Slide NA
35549,UK/UTT/53J01/2015/1467,Uttarakhand,Uttarkashi,,30.903556,78.233889,Rock Slide NA
35550,UK/UTT/53J01/2015/1457,Uttarakhand,Uttarkashi,,30.903611,78.213194,Rock Slide NA
35551,UK/UTT/53J05/2015/1628,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.903658,78.350922,Rock Slide NA
35552,UK/UTT/53J05/2015/1636,Uttarakhand,Uttarkashi,,30.903823,78.339167,Rock Slide NA
35553,UK/UTT/53J05/2015/1644,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.903887,78.32857,Rock Slide NA
35554,UK/UTT/53J05/2015/1634,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.904,78.342278,Rock Slide NA
35555,UK/UTT/53J05/2015/1625,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.90415,78.358941,Rock Slide NA
35556,UK/UTT/53J05/2015/1627,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.904167,78.357778,Rock Slide NA
35557,UK/UTT/53J05/2015/1639,Uttarakhand,Uttarkashi,,30.904212,78.335336,Rock Slide NA
35558,UK/UTT/53J05/2015/1645,Uttarakhand,Uttarkashi,,30.904281,78.332917,Rock Slide NA
35559,UK/UTT/53J01/2015/1466,Uttarakhand,Uttarkashi,,30.904284,78.233075,Rock Slide NA
35560,UK/UTT/53J05/2015/1635,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.904333,78.341944,Rock Slide NA
35561,UK/UTT/53J01/2015/1465,Uttarakhand,Uttarkashi,,30.904651,78.229605,Rock Slide NA
35562,UK/UTT/53J01/2015/1464,Uttarakhand,Uttarkashi,,30.904734,78.227657,Rock Slide NA
35563,UK/UTT/53J01/2015/1564,Uttarakhand,Uttarkashi,,30.905139,78.101111,Rock Slide NA
35564,UK/UTT/53J01/2015/1563,Uttarakhand,Uttarkashi,,30.905167,78.106083,Rock Slide NA
35565,UK/UTT/53J09/2015/925,Uttarakhand,Uttarkashi,Rishikesh-Gangotri road,30.905278,78.679444,Debris Fall 2013
35566,UK/UTT/53J05/2015/1626,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.905403,78.357724,Rock Slide NA
35567,UK/UTT/53J05/2015/1621,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.905952,78.363431,Rock Slide NA
35568,UK/UTT/53J05/2015/1632,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.906045,78.34462,Rock Slide NA
35569,UK/UTT/53J05/2015/1640,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.906134,78.334416,Rock Slide 2010
35570,UK/DEH/53F13/2015/408,Uttarakhand,Dehradun,Bhunar -Tyuni,30.906398,77.857133,Rock Slide NA
35571,UK/UTT/53J05/2015/1637,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.90661,78.336705,Rock Slide NA
35572,UK/UTT/53J01/2015/1378,Uttarakhand,Uttarkashi,,30.906667,78.204444,Rock Slide NA
35573,UK/UTT/53J01/2015/1458,Uttarakhand,Uttarkashi,,30.906706,78.229493,Rock Slide NA
35574,UK/UTT/53J01/2015/1456,Uttarakhand,Uttarkashi,,30.907099,78.229524,Rock Slide NA
35575,UK/UTT/53J05/2015/1638,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.907227,78.336437,Rock Slide NA
35576,UK/UTT/53J01/2015/1459,Uttarakhand,Uttarkashi,,30.907794,78.228884,Rock Slide NA
35577,UK/UTT/53J05/2015/1643,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.908194,78.333889,Rock Slide 2008
35578,UK/UTT/53J05/2015/1624,Uttarakhand,Uttarkashi,,30.908332,78.359242,Rock Slide NA
35579,UK/UTT/53J05/2015/1620,Uttarakhand,Uttarkashi,,30.90875,78.366944,Rock Slide NA
35580,UK/UTT/53J05/2015/1631,Uttarakhand,Uttarkashi,,30.908889,78.338889,Rock Slide NA
35581,UK/UTT/53J01/2015/1460,Uttarakhand,Uttarkashi,,30.909228,78.22642,Rock Slide NA
35582,UK/UTT/53J01/2015/1455,Uttarakhand,Uttarkashi,,30.909928,78.229369,Rock Slide NA
35583,UK/UTT/53J01/2015/1387,Uttarakhand,Uttarkashi,,30.910807,78.230601,Rock Slide 2008
35584,UK/UTT/53J01/2015/1474,Uttarakhand,Uttarkashi,,30.911111,78.235278,Rock Slide NA
35585,UK/DEH/53F13/2015/406,Uttarakhand,Dehradun,Bhadraouli - Palasu,30.911596,77.842662,Debris Slide NA
35586,UK/UTT/53J05/2015/1630,Uttarakhand,Uttarkashi,,30.912222,78.354444,Rock Slide 2014
35587,UK/UTT/53J05/2015/1641,Uttarakhand,Uttarkashi,,30.912522,78.335522,Rock Slide 2011
35588,UK/UTT/53J01/2015/1463,Uttarakhand,Uttarkashi,,30.912529,78.220076,Rock Slide NA
35589,UK/UTT/53J05/2015/1642,Uttarakhand,Uttarkashi,,30.912613,78.333726,Rock Slide 2012
35590,UK/UTT/53J01/2015/1386,Uttarakhand,Uttarkashi,,30.913227,78.228479,Rock Slide 2008
35591,UK/UTT/53J01/2015/1462,Uttarakhand,Uttarkashi,,30.913611,78.220972,Rock Slide NA
35592,UK/UTT/53J01/2015/1473,Uttarakhand,Uttarkashi,,30.915181,78.237057,Rock Slide NA
35593,UK/UTT/53J01/2015/1384,Uttarakhand,Uttarkashi,,30.915929,78.230709,Rock Slide 2008
35594,UK/UTT/53J01/2015/1382,Uttarakhand,Uttarkashi,,30.916437,78.230416,Rock Slide 2008
35595,UK/UTT/53J01/2015/1461,Uttarakhand,Uttarkashi,,30.917137,78.218138,Rock Slide NA
35596,UK/UTT/53J01/2015/1383,Uttarakhand,Uttarkashi,,30.917362,78.228841,Rock Slide 2008
35597,UK/UTT/53J01/2015/1385,Uttarakhand,Uttarkashi,,30.917628,78.223462,Rock Slide 2008
35598,UK/UTT/53J01/2015/1552,Uttarakhand,Uttarkashi,,30.919323,78.086244,Rock Slide NA
35599,UK/DEH/53F13/2015/388,Uttarakhand,Dehradun,Gamri -Tyuni- Palasu,30.919645,77.843788,Rock Slide NA
35600,UK/DEH/53F13/2015/389,Uttarakhand,Dehradun,Gamri -Tyuni- Palasu,30.919663,77.840551,Debris Slide NA
35601,UK/DEH/53F13/2015/390,Uttarakhand,Dehradun,Gamri -Tyuni- Palasu,30.92004,77.837335,Rock Fall NA
35602,UK/UTT/53J05/2015/1791,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.92225,78.383167,Rock Slide NA
35603,UK/UTT/53J05/2015/1790,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.922385,78.384216,Rock Slide NA
35604,UK/UTT/53J01/2015/1379,Uttarakhand,Uttarkashi,,30.923539,78.224257,Rock Slide 2008
35605,UK/UTT/53J01/2015/1377,Uttarakhand,Uttarkashi,,30.923548,78.220867,Rock Slide NA
35606,UK/UTT/53J01/2015/1381,Uttarakhand,Uttarkashi,,30.923579,78.223732,Rock Slide 2008
35607,UK/UTT/53J05/2015/1792,Uttarakhand,Uttarkashi,,30.923984,78.374197,Rock Slide NA
35608,UK/UTT/53J01/2015/1380,Uttarakhand,Uttarkashi,,30.924101,78.224159,Rock Slide NA
35609,UK/DEH/53F13/2015/386,Uttarakhand,Dehradun,Gamri -Tyuni- Palasu,30.924908,77.839547,Debris Slide NA
35610,UK/DEH/53F13/2015/387,Uttarakhand,Dehradun,Gamri -Tyuni- Palasu,30.925208,77.837529,Debris Slide NA
35611,UK/DEH/53F13/2015/379,Uttarakhand,Dehradun,Hanol -Tyuni,30.925906,77.89789,Debris Slide NA
35612,UK/DEH/53F13/2015/380,Uttarakhand,Dehradun,Hanol -Tyuni,30.926867,77.901234,Debris Slide NA
35613,UK/DEH/53F13/2015/605,Uttarakhand,Dehradun,Hanol - Jakhni,30.927066,77.911546,Debris Slide NA
35614,UK/UTT/53J05/2015/1789,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.927917,78.389833,Rock Slide NA
35615,UK/UTT/53J05/2015/1786,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.928067,78.393154,Rock Slide NA
35616,UK/DEH/53F13/2015/378,Uttarakhand,Dehradun,Hanol -Tyuni,30.928194,77.898332,Debris Slide NA
35617,UK/UTT/53J05/2015/1785,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.928772,78.39427,Rock Slide NA
35618,UK/UTT/53J05/2015/1781,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.929685,78.39698,Rock Slide NA
35619,UK/UTT/53J05/2015/1776,Uttarakhand,Uttarkashi,,30.929811,78.403453,Rock Slide NA
35620,UK/UTT/53J05/2015/1784,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.929916,78.394719,Rock Slide NA
35621,UK/UTT/53J05/2015/1782,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.93,78.39625,Rock Slide NA
35622,UK/UTT/53J05/2015/1787,Uttarakhand,Uttarkashi,,30.930175,78.39078,Rock Slide NA
35623,UK/UTT/53J05/2015/1780,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.930392,78.398371,Rock Slide NA
35624,UK/UTT/53J05/2015/1777,Uttarakhand,Uttarkashi,,30.930641,78.401218,Rock Slide NA
35625,UK/UTT/53J05/2015/1778,Uttarakhand,Uttarkashi,,30.930641,78.403956,Rock Slide NA
35626,UK/UTT/53J09/2015/923,Uttarakhand,Uttarkashi,Rishikesh-Gangotri road,30.930833,78.684444,Debris Composite 2013
35627,UK/UTT/53J05/2015/1779,Uttarakhand,Uttarkashi,,30.930979,78.405346,Rock Slide NA
35628,UK/UTT/53J09/2013/0028,Uttarakhand,Uttarkashi,"UK_UTT_NH108_L28 NH-108, Jyoti slide",30.9311,78.6841,Rock cum Debris 16th-17th June 2013
35629,UK/UTT/53J09/2015/924,Uttarakhand,Uttarkashi,L/b of kanauldia gad,30.931111,78.683611,Debris Composite 2013
35630,UK/UTT/53J05/2015/1788,Uttarakhand,Uttarkashi,,30.931212,78.391782,Rock Slide NA
35631,UK/UTT/53J05/2015/1775,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.931663,78.399319,Rock Slide NA
35632,UK/UTT/53J05/2015/1774,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.933009,78.401604,Rock Slide NA
35633,UK/UTT/53J05/2015/1773,Uttarakhand,Uttarkashi,NH-134,30.933672,78.402695,Rock Slide NA
35634,UK/UTT/53J05/2015/1772,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.937083,78.404389,Rock Slide NA
35635,UK/DEH/53F13/2015/377,Uttarakhand,Dehradun,Hanol -Tyuni,30.938194,77.9025,Rock Slide NA
35636,UK/UTT/53J05/2015/1771,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.939784,78.404248,Rock Slide NA
35637,UK/UTT/53J05/2015/1770,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.939843,78.405266,Rock Slide NA
35638,UK/UTT/53J05/2015/1768,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.940735,78.405315,Rock Slide NA
35639,UK/UTT/53J05/2015/1769,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.941858,78.404144,Rock Slide NA
35640,UK/UTT/53J05/2015/1767,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.941915,78.405897,Rock Slide NA
35641,UK/DEH/53F13/2015/381,Uttarakhand,Dehradun,Hanol -Tyuni,30.942139,77.872722,Debris Slide NA
35642,UK/UTT/53J05/2015/1766,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.942417,78.406806,Rock Slide NA
35643,UK/UTT/53J05/2015/1765,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.942896,78.407218,Rock Slide NA
35644,UK/DEH/53F13/2015/412,Uttarakhand,Uttarkashi,Kulaha -Tyuni,30.943106,77.823641,Debris Slide NA
35645,UK/UTT/53J05/2015/1764,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.943272,78.407297,Rock Slide NA
35646,UK/DEH/53F13/2015/376,Uttarakhand,Dehradun,Hanol -Tyuni,30.943806,77.897656,Debris Slide NA
35647,UK/UTT/53J05/2015/1762,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.943838,78.407797,Rock Slide NA
35648,UK/UTT/53J05/2015/1763,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.944235,78.406575,Rock Slide NA
35649,UK/UTT/53J05/2015/1761,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.944417,78.408222,Rock Slide NA
35650,UK/DEH/53F13/2015/384,Uttarakhand,Dehradun,Hanol -Tyuni,30.945314,77.854681,Debris Slide NA
35651,UK/UTT/53J05/2015/1759,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.945611,78.409417,Rock Slide NA
35652,UK/DEH/53F13/2015/382,Uttarakhand,Dehradun,Hanol -Tyuni,30.946142,77.866121,Debris Slide NA
35653,UK/UTT/53J05/2015/1783,Uttarakhand,Uttarkashi,,30.94625,78.395611,Rock Slide NA
35654,UK/UTT/53J05/2015/1760,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.946552,78.40829,Rock Slide NA
35655,UK/DEH/53F13/2015/411,Uttarakhand,Uttarkashi,Kulaha -Tyuni,30.946596,77.814591,Debris Slide NA
35656,UK/DEH/53F13/2015/383,Uttarakhand,Dehradun,Hanol -Tyuni,30.947013,77.865971,Debris Slide NA
35657,UK/UTT/53J05/2015/1758,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.947079,78.410534,Rock Slide NA
35658,UK/DEH/53F13/2015/410,Uttarakhand,Uttarkashi,Kulaha -Tyuni,30.947278,77.811741,Debris Slide NA
35659,UK/DEH/53F13/2015/409,Uttarakhand,Uttarkashi,Kulaha -Tyuni,30.948083,77.806389,Rock Slide NA
35660,UK/UTT/53J05/2015/1756,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.949319,78.412676,Rock Slide NA
35661,UK/UTT/53J01/2015/1553,Uttarakhand,Uttarkashi,,30.949843,78.100425,Rock Slide NA
35662,UK/UTT/53J05/2015/1755,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.949962,78.413797,Rock Slide NA
35663,UK/UTT/53J05/2015/1754,Uttarakhand,Uttarkashi,,30.950056,78.415894,Rock Slide NA
35664,UK/UTT/53J09/2015/922,Uttarakhand,Uttarkashi,Rishikesh-Gangotri road,30.950728,78.691114,Debris Slide NA
35665,UK/UTT/53J05/2015/1753,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.951493,78.412345,Rock Slide NA
35666,UK/UTT/53J09/2015/921,Uttarakhand,Uttarkashi,Rishikesh-Gangotri road,30.951505,78.692052,Debris Flow NA
35667,UK/DEH/53F13/2015/414,Uttarakhand,Uttarkashi,Kulaha -Tyuni,30.951585,77.841358,Rock Fall NA
35668,UK/UTT/53J09/2015/920,Uttarakhand,Uttarkashi,L/b of river Bhagirathi,30.952838,78.692687,Debris Flow NA
35669,UK/UTT/53J05/2015/1795,Uttarakhand,Uttarkashi,,30.953611,78.25,Rock Slide NA
35670,UK/DEH/53F13/2015/413,Uttarakhand,Uttarkashi,Kulaha -Tyuni,30.953951,77.841677,Rock Slide NA
35671,UK/UTT/53J05/2015/1751,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.954117,78.414825,Rock Slide NA
35672,UK/UTT/53J05/2015/1750,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.955705,78.41753,Rock Slide NA
35673,UK/UTT/53J05/2015/1748,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.956497,78.418747,Rock Slide NA
35674,UK/UTT/53J05/2015/1747,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.957004,78.41773,Rock Slide NA
35675,UK/UTT/53J05/2015/1746,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.957941,78.420209,Rock Slide NA
35676,UK/UTT/53J01/2015/1551,Uttarakhand,Uttarkashi,SH-17,30.958041,78.087709,Rock Slide NA
35677,UK/UTT/53J05/2015/1744,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.958333,78.421667,Rock Slide NA
35678,UK/UTT/53J05/2015/1745,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.959137,78.418616,Rock Slide NA
35679,UK/UTT/53J05/2015/1742,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.959302,78.425531,Rock Slide NA
35680,UK/UTT/53F13/2015/375,Uttarakhand,Uttarkashi,Hanol -Tyuni,30.959934,77.894659,Debris Slide NA
35681,UK/UTT/53J05/2015/1749,Uttarakhand,Uttarkashi,,30.960002,78.405005,Rock Slide NA
35682,UK/UTT/53J05/2015/1743,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.96021,78.425465,Rock Slide NA
35683,UK/UTT/53J05/2015/1741,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.960382,78.426348,Rock Slide NA
35684,UK/UTT/53J05/2015/1740,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.961289,78.426272,Rock Slide NA
35685,UK/UTT/53J05/2015/1738,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.962196,78.427587,Rock Slide NA
35686,UK/UTT/53J05/2015/1737,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.962526,78.43049,Rock Slide NA
35687,UK/UTT/53J05/2015/1736,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.963001,78.428537,Rock Slide NA
35688,UK/UTT/53J05/2015/1739,Uttarakhand,Uttarkashi,,30.963979,78.424528,Rock Slide NA
35689,UK/UTT/53J05/2015/1734,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.964439,78.428892,Rock Slide NA
35690,UK/UTT/53J05/2015/1733,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.964526,78.430284,Rock Slide NA
35691,UK/UTT/53J05/2015/1735,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.964776,78.432011,Rock Slide NA
35692,UK/UTT/53J05/2015/1732,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.965611,78.429306,Rock Slide NA
35693,UK/UTT/53J05/2015/1757,Uttarakhand,Uttarkashi,,30.966389,78.411944,Rock Slide NA
35694,UK/UTT/53J05/2015/1731,Uttarakhand,Uttarkashi,,30.967639,78.435278,Rock Slide NA
35695,UK/UTT/53J05/2015/1714,Uttarakhand,Uttarkashi,,30.968472,78.44725,Rock Slide NA
35696,UK/UTT/53J05/2015/1717,Uttarakhand,Uttarkashi,,30.968609,78.442736,Rock Slide NA
35697,UK/UTT/53J05/2015/1715,Uttarakhand,Uttarkashi,,30.968667,78.446361,Rock Slide NA
35698,UK/UTT/53J05/2015/1713,Uttarakhand,Uttarkashi,,30.968756,78.448308,Rock Slide NA
35699,UK/UTT/53J05/2015/1712,Uttarakhand,Uttarkashi,,30.968761,78.448035,Rock Slide NA
35700,UK/UTT/53J05/2015/1710,Uttarakhand,Uttarkashi,,30.968985,78.449417,Rock Slide NA
35701,UK/UTT/53J05/2015/1716,Uttarakhand,Uttarkashi,,30.969025,78.44405,Rock Slide NA
35702,UK/UTT/53J05/2015/1719,Uttarakhand,Uttarkashi,,30.969057,78.442153,Rock Slide NA
35703,UK/UTT/53J05/2015/1720,Uttarakhand,Uttarkashi,,30.969144,78.440087,Rock Slide NA
35704,UK/UTT/53J05/2015/1708,Uttarakhand,Uttarkashi,,30.969333,78.449583,Rock Slide NA
35705,UK/UTT/53J05/2015/1723,Uttarakhand,Uttarkashi,,30.969337,78.437172,Rock Slide NA
35706,UK/UTT/53J05/2015/1711,Uttarakhand,Uttarkashi,,30.969361,78.4485,Rock Slide NA
35707,UK/UTT/53J05/2015/1722,Uttarakhand,Uttarkashi,,30.96941,78.439245,Rock Slide NA
35708,UK/UTT/53J05/2015/1718,Uttarakhand,Uttarkashi,,30.969528,78.4425,Rock Slide NA
35709,UK/UTT/53J05/2015/1709,Uttarakhand,Uttarkashi,,30.969531,78.453015,Rock Slide NA
35710,UK/UTT/53J05/2015/1730,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.969722,78.433194,Rock Slide NA
35711,UK/UTT/53J05/2015/1727,Uttarakhand,Uttarkashi,,30.970186,78.434355,Rock Slide NA
35712,UK/UTT/53J05/2015/1729,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.970278,78.433333,Rock Slide NA
35713,UK/UTT/53J05/2015/1752,Uttarakhand,Uttarkashi,,30.970556,78.406111,Rock Slide NA
35714,UK/UTT/53J05/2015/1721,Uttarakhand,Uttarkashi,,30.970588,78.439208,Rock Slide NA
35715,UK/UTT/53J05/2015/1728,Uttarakhand,Uttarkashi,,30.970833,78.43375,Rock Slide NA
35716,UK/UTT/53F13/2015/373,Uttarakhand,Uttarkashi,Khunigad-Hanol,30.971611,77.943778,Debris Slide NA
35717,UK/UTT/53F13/2015/374,Uttarakhand,Uttarkashi,Khunigad-Hanol,30.972056,77.937639,Debris Slide NA
35718,UK/UTT/53J05/2015/1726,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.972183,78.432302,Rock Slide NA
35719,UK/UTT/53J05/2015/1725,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.973056,78.433472,Rock Slide NA
35720,UK/UTT/53J05/2015/1724,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.973394,78.436568,Rock Slide NA
35721,UK/DEH/53F13/2015/371,Uttarakhand,Dehradun,Khunigad-Hanol,30.973833,77.953583,Debris Slide NA
35722,UK/UTT/53J05/2015/1707,Uttarakhand,Uttarkashi,,30.974167,78.4475,Rock Slide NA
35723,UK/UTT/53J05/2015/1706,Uttarakhand,Uttarkashi,Rishikesh-Gangotri NH-94,30.974284,78.438254,Rock Slide NA
35724,UK/UTT/53J01/2015/1550,Uttarakhand,Uttarkashi,,30.975377,78.070245,Rock Slide NA
35725,UK/UTT/53F13/2015/368,Uttarakhand,Uttarkashi,Khunigad-Hanol,30.976083,77.968944,Debris Slide NA
35726,UK/UTT/53F13/2015/367,Uttarakhand,Uttarkashi,Khunigad-Hanol,30.97625,77.969417,Debris Slide NA
35727,UK/UTT/53F13/2015/370,Uttarakhand,Uttarkashi,Khunigad-Hanol,30.976694,77.96575,Debris Slide NA
