sl_no,slide_no,state,district,location_details,latitude,longitude,material_movement_history_raw
33738,UK/TEH/53J11/2015/2222,Uttarakhand,Tehri Garhwal,Anjanisain-Rourdhar,30.302234,78.60649,Debris Slide NA
33739,UK/GAR/53N03/2015/608,Uttarakhand,Garhwal,SUMERPUR,30.302361,79.028833,Debris Slide NA
33740,UK/DEH/53J03/2015/2009,Uttarakhand,Dehradun,Maldeota-Hilaswali road,30.302444,78.227443,Rock Slide NA
33741,UK/CHA/53N03/2015/695,Uttarakhand,Chamoli,,30.3025,79.210833,Rock Slide NA
33742,UK/CHA/53N03/2015/694,Uttarakhand,Chamoli,,30.302556,79.209556,Rock Slide NA
33743,UK/CHA/53N03/2015/693,Uttarakhand,Chamoli,,30.30271,79.206677,Rock Slide NA
33744,UK/RUD/53J15/2015/1059,Uttarakhand,Rudraprayag,Bhyota-Ghanji Road,30.302889,78.873035,Rock Composite NA
33745,UK/CHA/53N03/2015/696,Uttarakhand,Chamoli,,30.303278,79.210889,Rock Slide NA
33746,UK/DEH/53J03/2015/2010,Uttarakhand,Dehradun,Maldeota-Hilaswali road,30.303278,78.180139,Rock cum Debris Slide NA
33747,UK/RUD/53J15/2015/1034,Uttarakhand,Rudraprayag,Rudraprayag-Pokhri Road,30.30355,78.992931,Rock Slide NA
33748,UK/CHA/53N03/2015/690,Uttarakhand,Chamoli,,30.303611,79.204083,Debris Slide NA
33749,UK/CHA/53N03/2015/816,Uttarakhand,Chamoli,Tiwara-Pokhri road,30.303778,79.203944,Rock Slide NA
33750,UK/CHA/53N03/2015/689,Uttarakhand,Chamoli,,30.303833,79.203944,Rock Slide NA
33751,UK/RUD/53J15/2015/1058,Uttarakhand,Rudraprayag,Bhyota-Ghanji Road,30.303963,78.874863,Rock Slide NA
33752,UK/RUD/53N03/2015/775,Uttarakhand,Rudraprayag,,30.303972,79.015111,Debris Slide NA
33753,UK/TEH/53J11/2015/2223,Uttarakhand,Tehri Garhwal,Anjanisain-Rourdhar,30.304194,78.606389,Debris Slide NA
33754,UK/RUD/53J15/2015/1057,Uttarakhand,Rudraprayag,Bhyota-Ghanji Road,30.304416,78.875173,Rock Slide NA
33755,UK/TEH/53J11/2015/2224,Uttarakhand,Tehri Garhwal,Anjanisain-Rourdhar,30.305306,78.605417,Debris Slide NA
33756,UK/RUD/53N03/2015/779,Uttarakhand,Rudraprayag,,30.305889,79.00325,Debris Slide NA
33757,UK/RUD/53N03/2015/786,Uttarakhand,Rudraprayag,Rudraprayag-Pokhri road,30.305972,79.003528,Debris Slide NA
33758,UK/CHA/53N03/2015/688,Uttarakhand,Chamoli,,30.306047,79.203156,Rock Slide NA
33759,UK/RUD/53N03/2015/780,Uttarakhand,Rudraprayag,,30.306111,79.001111,Rock Slide NA
33760,UK/TEH/53J15/2015/1066,Uttarakhand,Tehri Garhwal,Bhyota-Ghanji Road,30.306206,78.857561,Rock Slide NA
33761,UK/TEH/53J15/2015/1074,Uttarakhand,Tehri Garhwal,Dharkot-Khola Road,30.306282,78.759592,Rock cum Debris Slide NA
33762,UK/RUD/53N03/2015/776,Uttarakhand,Rudraprayag,,30.3065,79.006694,Rock Slide NA
33763,UK/DEH/53J03/2015/2024,Uttarakhand,Dehradun,Maldeota-Hilaswali road,30.306525,78.21564,Rock Slide NA
33764,UK/CHA/53N03/2015/687,Uttarakhand,Chamoli,,30.306667,79.20225,Rock Slide NA
33765,UK/DEH/53J03/2015/2006,Uttarakhand,Dehradun,Maldeota-Hilaswali road,30.306722,78.162472,Rock Slide NA
33766,UK/TEH/53J15/2015/1065,Uttarakhand,Tehri Garhwal,Bhyota-Ghanji Road,30.306803,78.857548,Rock Slide NA
33767,UK/CHA/53N03/2015/739,Uttarakhand,Chamoli,,30.306861,79.19775,Rock Slide NA
33768,UK/RUD/53J15/2015/1060,Uttarakhand,Rudraprayag,Bhyota-Ghanji Road,30.306893,78.866877,Rock Composite NA
33769,UK/TEH/53J15/2015/1067,Uttarakhand,Tehri Garhwal,Bhyota-Ghanji Road,30.307156,78.851956,Rock Slide NA
33770,UK/TEH/53J15/2015/1064,Uttarakhand,Tehri Garhwal,Bhyota-Ghanji Road,30.307654,78.858286,Rock Slide NA
33771,UK/RUD/53J15/2015/1061,Uttarakhand,Rudraprayag,Bhyota-Ghanji Road,30.307986,78.862857,Rock Slide NA
33772,UK/RUD/53N03/2015/777,Uttarakhand,Rudraprayag,,30.308167,79.004639,Debris Slide NA
33773,UK/RUD/53N03/2015/778,Uttarakhand,Rudraprayag,,30.308167,79.004944,Rock Slide NA
33774,UK/TEH/53J15/2015/1063,Uttarakhand,Tehri Garhwal,Bhyota-Ghanji Road,30.308596,78.859046,Rock Slide NA
33775,UK/RUD/53N03/2015/787,Uttarakhand,Rudraprayag,Rudraprayag-Pokhri road,30.308778,79.014361,Rock Slide NA
33776,UK/CHA/53N03/2015/686,Uttarakhand,Chamoli,,30.309028,79.1995,Rock Slide NA
33777,UK/RUD/53N03/2015/788,Uttarakhand,Rudraprayag,Rudraprayag-Pokhri road,30.309111,79.015111,Rock Slide NA
33778,UK/RUD/53N03/2015/772,Uttarakhand,Rudraprayag,,30.30925,79.030722,Rock Slide NA
33779,UK/RUD/53N03/2015/773,Uttarakhand,Rudraprayag,,30.3095,79.0305,Rock Slide NA
33780,UK/CHA/53N07/2015/1226,Uttarakhand,Chamoli,,30.310022,79.325443,Rock Slide NA
33781,UK/TEH/53J15/2015/1062,Uttarakhand,Tehri Garhwal,Bhyota-Ghanji Road,30.310456,78.858266,Rock cum Debris Slide NA
33782,UK/TEH/53J11/2015/2249,Uttarakhand,Tehri Garhwal,Anjanisain-Jakhnidhar,30.310946,78.598405,Rock cum Debris Slide NA
33783,UK/RUD/53N03/2015/770,Uttarakhand,Rudraprayag,,30.312528,79.029583,Debris Slide NA
33784,UK/RUD/53N03/2015/771,Uttarakhand,Rudraprayag,,30.312556,79.030278,Debris Slide NA
33785,UK/TEH/53J11/2015/2225,Uttarakhand,Tehri Garhwal,Anjanisain-Lamridhar,30.313081,78.597216,Debris Slide NA
33786,UK/RUD/53J15/2015/1031,Uttarakhand,Rudraprayag,Tilwara-Rudraprayag Road (NH109),30.313856,78.975917,Rock Slide NA
33787,UK/RUD/53N03/2015/769,Uttarakhand,Rudraprayag,,30.314417,79.029389,Debris Slide NA
33788,UK/CHA/53N07/2015/1251,Uttarakhand,Chamoli,NH-58,30.314861,79.310278,Debris Slide NA
33789,UK/RUD/53J15/2015/1030,Uttarakhand,Rudraprayag,Tilwara-Rudraprayag Road (NH109),30.315189,78.971496,Rock Composite NA
33790,UK/RUD/53N03/2015/768,Uttarakhand,Rudraprayag,,30.316167,79.02725,Rock Slide NA
33791,UK/TEH/53J11/2015/2085,Uttarakhand,Tehri Garhwal,Malupani to Kandikhal (SH-8),30.316909,78.661432,Debris Slide NA
33792,UK/CHA/53N03/2015/744,Uttarakhand,Chamoli,,30.317028,79.183861,Debris Slide NA
33793,UK/RUD/53N03/2015/763,Uttarakhand,Rudraprayag,,30.317278,79.030583,Rock Slide NA
33794,UK/RUD/53N03/2015/764,Uttarakhand,Rudraprayag,,30.317556,79.033111,Debris Slide NA
33795,UK/TEH/53J15/2015/1073,Uttarakhand,Tehri Garhwal,Dharkot-Khola Road,30.317637,78.758507,Rock Slide NA
33796,UK/CHA/53N03/2015/745,Uttarakhand,Chamoli,,30.317722,79.185556,Rock Slide NA
33797,UK/CHA/53N03/2015/746,Uttarakhand,Chamoli,,30.317722,79.185556,Debris Slide NA
33798,UK/CHA/53N03/2015/743,Uttarakhand,Chamoli,,30.317944,79.186444,Rock Slide NA
33799,UK/CHA/53N03/2015/741,Uttarakhand,Chamoli,,30.318139,79.186428,Debris Slide NA
33800,UK/RUD/53N03/2015/765,Uttarakhand,Rudraprayag,,30.318278,79.027917,Debris Slide NA
33801,UK/RUD/53N03/2015/767,Uttarakhand,Rudraprayag,,30.318694,79.026611,Rock Slide NA
33802,UK/CHA/53N03/2015/742,Uttarakhand,Chamoli,,30.31875,79.187083,Rock Slide NA
33803,UK/RUD/53N03/2015/766,Uttarakhand,Rudraprayag,,30.319417,79.026444,Rock Slide NA
33804,UK/CHA/53N03/2015/740,Uttarakhand,Chamoli,,30.319889,79.19225,Debris Slide NA
33805,UK/TEH/53J11/2015/2079,Uttarakhand,Tehri Garhwal,Dugadda to Birkhal road,30.32,78.708417,Rock cum Debris Subsidence NA
33806,UK/TEH/53J15/2015/1072,Uttarakhand,Tehri Garhwal,Dharkot-Khola Road,30.320074,78.759231,Rock Slide NA
33807,UK/TEH/53J15/2015/1071,Uttarakhand,Tehri Garhwal,Dharkot-Khola Road,30.320916,78.761306,Rock Slide NA
33808,UK/RUD/53N03/2015/774,Uttarakhand,Rudraprayag,,30.321639,79.016611,Rock Slide NA
33809,UK/CHA/53N03/2015/685,Uttarakhand,Chamoli,,30.322111,79.205222,Rock Slide NA
33810,UK/TEH/53J11/2015/2226,Uttarakhand,Tehri Garhwal,Anjanisain-Lamridhar,30.322861,78.578639,Debris Slide NA
33811,UK/CHA/53N03/2015/734,Uttarakhand,Chamoli,,30.323528,79.199389,Rock Flow NA
33812,UK/CHA/53N03/2015/736,Uttarakhand,Chamoli,,30.323719,79.196798,Rock Slide NA
33813,UK/CHA/53N03/2015/738,Uttarakhand,Chamoli,,30.323726,79.196448,Rock Slide NA
33814,UK/RUD/53J15/2015/1024,Uttarakhand,Rudraprayag,Sumari-Hariyali Road,30.323899,78.955659,Rock Slide NA
33815,UK/CHA/53N03/2015/684,Uttarakhand,Chamoli,,30.324139,79.199056,Rock Slide NA
33816,UK/RUD/53J15/2015/1029,Uttarakhand,Rudraprayag,Tilwara-Rudraprayag Road (NH109),30.324314,78.969257,Rock Slide NA
33817,UK/CHA/53N03/2015/737,Uttarakhand,Chamoli,,30.324333,79.196083,Rock Slide NA
33818,UK/TEH/53J11/2015/2078,Uttarakhand,Tehri Garhwal,Dugadda to Birkhal road,30.324382,78.70874,Debris Slide NA
33819,UK/CHA/53N03/2015/735,Uttarakhand,Chamoli,,30.324417,79.1985,Rock Slide NA
33820,UK/CHA/53N03/2015/682,Uttarakhand,Chamoli,,30.325083,79.195056,Rock Slide NA
33821,UK/TEH/53J11/2015/2227,Uttarakhand,Tehri Garhwal,Anjanisain-Lamridhar,30.325312,78.575586,Debris Slide NA
33822,UK/TEH/53J11/2015/2230,Uttarakhand,Tehri Garhwal,Anjanisain-Lamridhar,30.325538,78.558434,Debris Slide NA
33823,UK/TEH/53J11/2015/2077,Uttarakhand,Tehri Garhwal,Dugadda to Birkhal road,30.325698,78.724022,Debris Slide NA
33824,UK/TEH/53J11/2015/2250,Uttarakhand,Tehri Garhwal,Anjanisain-Jakhnidhar,30.327119,78.557762,Debris Slide NA
33825,UK/CHA/53N03/2015/683,Uttarakhand,Chamoli,,30.327595,79.194996,Rock Slide NA
33826,UK/TEH/53J11/2015/2228,Uttarakhand,Tehri Garhwal,Anjanisain-Lamridhar,30.327972,78.5715,Debris Slide NA
33827,UK/RUD/53J15/2015/1028,Uttarakhand,Rudraprayag,Tilwara-Rudraprayag Road (NH109),30.328006,78.96945,Rock cum Debris Slide NA
33828,UK/CHA/53N03/2015/681,Uttarakhand,Chamoli,,30.328242,79.19451,Rock Slide NA
33829,UK/TEH/53J11/2015/2229,Uttarakhand,Tehri Garhwal,Anjanisain-Lamridhar,30.328528,78.567167,Debris Slide NA
33830,UK/TEH/53J11/2015/2086,Uttarakhand,Tehri Garhwal,Dugadda to Jakhan road,30.329472,78.652948,Rock Slide NA
33831,UK/TEH/53J11/2015/2076,Uttarakhand,Tehri Garhwal,Dugadda to Birkhal road,30.32955,78.72609,Debris Slide NA
33832,UK/CHA/53N03/2015/680,Uttarakhand,Chamoli,,30.329861,79.19375,Rock Slide NA
33833,UK/CHA/53N03/2015/679,Uttarakhand,Chamoli,,30.329889,79.194389,Debris Slide NA
33834,UK/TEH/53J15/2015/1070,Uttarakhand,Tehri Garhwal,Ghanji-Kirtinagar Road,30.330285,78.764995,Rock Slide NA
33835,UK/TEH/53J15/2015/1069,Uttarakhand,Tehri Garhwal,Ghanji-Kirtinagar Road,30.330421,78.765151,Rock Slide NA
33836,UK/CHA/53N07/2015/1214,Uttarakhand,Chamoli,NH-58,30.330889,79.315389,Debris Slide NA
33837,UK/CHA/53N07/2015/1215,Uttarakhand,Chamoli,NH-58,30.330889,79.315389,Debris Slide NA
33838,UK/CHA/53N03/2015/678,Uttarakhand,Chamoli,,30.331008,79.205941,Rock Slide NA
33839,UK/RUD/53J15/2015/1026,Uttarakhand,Rudraprayag,Ratanpur-Kanda Road,30.331159,78.955059,Rock Slide NA
33840,UK/TEH/53J11/2015/2251,Uttarakhand,Tehri Garhwal,Anjanisain-Jakhnidhar,30.331361,78.554194,Rock Slide NA
33841,UK/RUD/53J15/2015/1025,Uttarakhand,Rudraprayag,Ratanpur-Kanda Road,30.331596,78.955714,Rock Slide NA
33842,UK/TEH/53J11/2015/2253,Uttarakhand,Tehri Garhwal,Anjanisain-Jakhnidhar,30.333663,78.546888,Debris Slide NA
33843,UK/RUD/53J15/2015/1027,Uttarakhand,Rudraprayag,Tilwara-Rudraprayag Road (NH109),30.333981,78.969918,Rock Slide NA
33844,UK/TEH/53J11/2015/2252,Uttarakhand,Tehri Garhwal,Anjanisain-Jakhnidhar,30.334023,78.550355,Debris Slide NA
33845,UK/TEH/53J11/2015/2075,Uttarakhand,Tehri Garhwal,Dugadda to Birkhal road,30.33458,78.725082,Debris Slide NA
33846,UK/DEH/53J03/2015/2064,Uttarakhand,Dehradun,Jharipani-Landour Bazar road,30.334884,78.109906,Rock Topple NA
33847,UK/DEH/53J03/2015/2065,Uttarakhand,Dehradun,Nainbag-Damta road,30.335093,78.125062,Rock Slide NA
33848,UK/TEH/53J03/2015/2016,Uttarakhand,Tehri Garhwal,Maldeota-Hilaswali road,30.335368,78.165128,Rock cum Debris Slide 2002
33849,UK/CHA/53N07/2013/0034,Uttarakhand,Chamoli,UK_CHA_NH_ 034 Nand Paryag,30.335694,79.319944,Debris Flow 16th-17th June 2013
33850,UK/TEH/53J03/2015/2014,Uttarakhand,Tehri Garhwal,Maldeota-Hilaswali road,30.336261,78.155683,Rock Slide NA
33851,UK/TEH/53J11/2015/2087,Uttarakhand,Tehri Garhwal,Malupani to Kandikhal (SH-8),30.33881,78.642096,Rock cum Debris Slide NA
33852,UK/CHA/53N03/2015/817,Uttarakhand,Chamoli,Tiwara-Pokhri road,30.339417,79.202111,Rock Slide NA
33853,UK/CHA/53N07/2013/0064,Uttarakhand,Chamoli,UK_CHA_MDR_ 064 Near village Devkhal,30.34,79.29,Debris Slide 16th-17th June 2013
33854,UK/CHA/53N07/2015/1222,Uttarakhand,Chamoli,Gopeshwar-Pokhri road,30.340603,79.289906,Rock cum Debris Slide NA
33855,UK/TEH/53J11/2015/2254,Uttarakhand,Tehri Garhwal,Anjanisain-Jakhnidhar,30.340659,78.537055,Debris Slide NA
33856,UK/DEH/53J03/2015/1975,Uttarakhand,Dehradun,Dehradun-Maldeota road,30.340972,78.130833,Rock Slide NA
33857,UK/RUD/53N03/2015/789,Uttarakhand,Rudraprayag,Rudraprayag-Pokhri road,30.341111,79.007083,Rock Slide NA
33858,UK/TEH/53J11/2015/2255,Uttarakhand,Tehri Garhwal,Anjanisain-Jakhnidhar,30.341173,78.537244,Debris Slide NA
33859,UK/TEH/53J11/2015/2257,Uttarakhand,Tehri Garhwal,Anjanisain-Jakhnidhar,30.341742,78.525158,Debris Slide NA
33860,UK/CHA/53N03/2015/818,Uttarakhand,Chamoli,Nagnath,30.341778,79.199306,Debris Slide NA
33861,UK/CHA/53N03/2015/677,Uttarakhand,Chamoli,,30.341843,79.199409,Debris Slide NA
33862,UK/RUD/53N03/2015/790,Uttarakhand,Rudraprayag,Rudraprayag-Pokhri road,30.342333,79.008639,Rock Slide NA
33863,UK/DEH/53J03/2015/1974,Uttarakhand,Dehradun,Dehradun-Maldeota road,30.342649,78.132835,Debris Slide 2012
33864,UK/TEH/53J11/2015/2088,Uttarakhand,Tehri Garhwal,Malupani to Kandikhal (SH-8),30.343214,78.640955,Debris Slide NA
33865,UK/RUD/53J15/2015/1023,Uttarakhand,Rudraprayag,Sumari-Hariyali Road,30.343287,78.969563,Debris Slide 2014
33866,UK/RUD/53N03/2015/792,Uttarakhand,Rudraprayag,Rudraprayag-Pokhri road,30.343389,79.059028,Rock Slide NA
33867,UK/TEH/53J11/2015/2256,Uttarakhand,Tehri Garhwal,Anjanisain-Jakhnidhar,30.343651,78.524635,Debris Slide NA
33868,UK/TEH/53J11/2015/2089,Uttarakhand,Tehri Garhwal,Malupani to Kandikhal (SH-8),30.343772,78.638998,Debris Slide NA
33869,UK/CHA/53N03/2015/819,Uttarakhand,Chamoli,Pokhri,30.344056,79.199694,Rock Slide NA
33870,UK/CHA/53N03/2015/676,Uttarakhand,Chamoli,,30.344167,79.199694,Rock Slide NA
33871,UK/TEH/53J11/2015/2092,Uttarakhand,Tehri Garhwal,Malupani to Kandikhal (SH-8),30.344536,78.629977,Debris Slide NA
33872,UK/RUD/53N03/2015/791,Uttarakhand,Rudraprayag,Chopta,30.344694,79.056556,Rock Slide NA
33873,UK/TEH/53J11/2015/2091,Uttarakhand,Tehri Garhwal,Malupani to Kandikhal (SH-8),30.345358,78.631033,Debris Slide NA
33874,UK/DEH/53F15/2015/522,Uttarakhand,Dehradun,Kinswalgaon - Nakatpur,30.34566,77.962452,Debris Subsidence NA
33875,UK/CHA/53N07/2015/1238,Uttarakhand,Chamoli,Gopeshwar-Pokhri road,30.346583,79.277583,Rock Slide NA
33876,UK/CHA/53N07/2015/1239,Uttarakhand,Chamoli,Gopeshwar-Pokhri road,30.3475,79.264167,Debris Slide NA
33877,UK/RUD/53N03/2015/793,Uttarakhand,Rudraprayag,Kharpatiya,30.347556,79.075528,Rock Slide NA
33878,UK/TEH/53J11/2015/2090,Uttarakhand,Tehri Garhwal,Malupani to Kandikhal (SH-8),30.347642,78.631314,Debris Slide NA
33879,UK/TEH/53J11/2015/2210,Uttarakhand,Tehri Garhwal,Tipri-Jakhnidhar,30.348506,78.514975,Debris Slide NA
33880,UK/CHA/53N07/2015/1240,Uttarakhand,Chamoli,Gopeshwar-Pokhri road,30.349094,79.261381,Debris Slide NA
33881,UK/RUD/53N03/2015/796,Uttarakhand,Rudraprayag,Rudraprayag-Pokhri road,30.350389,79.004194,Rock Slide NA
33882,UK/RUD/53N03/2015/800,Uttarakhand,Rudraprayag,Durgadhar,30.350583,79.030611,Rock Slide NA
33883,UK/TEH/53J11/2015/2209,Uttarakhand,Tehri Garhwal,Tipri-Jakhnidhar,30.350607,78.514881,Debris Slide NA
33884,UK/CHA/53N07/2015/1241,Uttarakhand,Chamoli,Gopeshwar-Pokhri road,30.351598,79.258803,Rock Slide NA
33885,UK/DEH/53F15/2015/521,Uttarakhand,Dehradun,Kinswalgaon - Nakatpur,30.351898,77.968807,Debris Fall NA
33886,UK/RUD/53N03/2015/794,Uttarakhand,Rudraprayag,Rudraprayag-Pokhri road,30.352639,79.091917,Rock Slide NA
33887,UK/TEH/53J11/2015/2208,Uttarakhand,Tehri Garhwal,Tipri-Jakhnidhar,30.352753,78.51349,Debris Slide NA
33888,UK/RUD/53J15/2015/1002,Uttarakhand,Rudraprayag,Tilwara-Mayali Road (SH-15),30.353497,78.95981,Rock cum Debris Slide NA
33889,UK/CHA/53N07/2015/1208,Uttarakhand,Chamoli,Gopeshwar-Pokhri road,30.353688,79.261521,Rock cum Debris Slide NA
33890,UK/DEH/53F15/2015/520,Uttarakhand,Dehradun,Kinswalgaon - Nakatpur,30.353821,77.971014,Debris Fall NA
33891,UK/RUD/53N03/2015/795,Uttarakhand,Rudraprayag,Rudraprayag-Pokhri road,30.354833,79.099139,Rock Slide NA
33892,UK/TEH/53J11/2015/2093,Uttarakhand,Tehri Garhwal,Magron to Koti road,30.355429,78.631567,Debris Slide NA
33893,UK/TEH/53J11/2015/2207,Uttarakhand,Tehri Garhwal,Tipri-Jakhnidhar,30.355636,78.514576,Debris Slide NA
33894,UK/CHA/53N07/2015/1252,Uttarakhand,Chamoli,NH-58,30.356066,79.320048,Debris Slide NA
33895,UK/CHA/53N07/2013/0033,Uttarakhand,Chamoli,UK_CHA_NH_ 033 Near Maithana Village,30.356222,79.318556,Debris Flow 16th-17th June 2013
33896,UK/TEH/53J11/2015/2206,Uttarakhand,Tehri Garhwal,Tipri-Jakhnidhar,30.356444,78.514278,Rock cum Debris Slide NA
33897,UK/RUD/53J15/2015/1003,Uttarakhand,Rudraprayag,Tilwara-Mayali Road (SH-15),30.357029,78.955292,Rock Slide NA
33898,UK/CHA/53N07/2015/1237,Uttarakhand,Chamoli,,30.357333,79.282444,Rock Slide NA
33899,UK/CHA/53N03/2015/820,Uttarakhand,Chamoli,Pokhri-Nandprayag road,30.357556,79.208222,Rock Slide NA
33900,UK/CHA/53N03/2015/836,Uttarakhand,Chamoli,,30.358194,79.246528,Debris Slide NA
33901,UK/DEH/53F15/2015/519,Uttarakhand,Dehradun,Kinswalgaon - Nakatpur,30.358302,77.975212,Debris Subsidence NA
33902,UK/CHA/53N03/2015/835,Uttarakhand,Chamoli,Sem-Sankri,30.358528,79.240778,Debris Slide NA
33903,UK/TEH/53J11/2015/2205,Uttarakhand,Tehri Garhwal,Tipri-Jakhnidhar,30.358718,78.507321,Debris Slide NA
33904,UK/RUD/53J15/2015/957,Uttarakhand,Rudraprayag,NH-109,30.359022,78.979193,Rock Slide NA
33905,UK/TEH/53J11/2015/2204,Uttarakhand,Tehri Garhwal,Tipri-Jakhnidhar,30.359444,78.506,Debris Slide NA
33906,UK/CHA/53N07/2015/1236,Uttarakhand,Chamoli,,30.359642,79.281293,Rock Slide NA
33907,UK/CHA/53N03/2013/0063,Uttarakhand,Chamoli,UK_CHA_MDR_,63,30.360278,79.281389 Rock Slide 16th-17th June 2013
33908,UK/CHA/53N03/2015/834,Uttarakhand,Chamoli,Pokhri-Nandprayag road,30.361278,79.236944,Rock Slide NA
33909,UK/RUD/53J15/2015/1004,Uttarakhand,Rudraprayag,Tilwara-Mayali Road (SH-15),30.36201,78.912112,Rock Slide NA
33910,UK/TEH/53J11/2015/2106,Uttarakhand,Tehri Garhwal,Gadolia -Simlasu-Tipri road (SH8),30.362365,78.554571,Debris Slide NA
33911,UK/CHA/53N03/2015/833,Uttarakhand,Chamoli,Pokhri-Nandprayag road,30.362417,79.236278,Rock Slide NA
33912,UK/TEH/53J11/2015/2105,Uttarakhand,Tehri Garhwal,Gadolia -Simlasu-Tipri road (SH8),30.362996,78.549397,Debris Slide NA
33913,UK/TEH/53J11/2015/2147,Uttarakhand,Tehri Garhwal,Gadolia-Chah (village road),30.363675,78.559794,Debris Slide NA
33914,UK/CHA/53N07/2015/1246,Uttarakhand,Chamoli,,30.363835,79.475815,Rock Slide NA
33915,UK/CHA/53N03/2015/832,Uttarakhand,Chamoli,Pokhri-Nandprayag road,30.364129,79.229,Rock Slide NA
33916,UK/TEH/53J11/2015/2104,Uttarakhand,Tehri Garhwal,Gadolia -Simlasu-Tipri road (SH8),30.364468,78.54176,Debris Slide NA
33917,UK/CHA/53N07/2015/1245,Uttarakhand,Chamoli,,30.36478,79.478934,Debris Slide NA
33918,UK/TEH/53J11/2015/2094,Uttarakhand,Tehri Garhwal,Gadolia to Pokhal road (SH-8),30.365852,78.591544,Debris Slide NA
33919,UK/RUD/53N03/2015/797,Uttarakhand,Rudraprayag,Rudraprayag-Pokhri road,30.366078,79.006072,Rock Slide NA
33920,UK/RUD/53N03/2015/801,Uttarakhand,Rudraprayag,Tiwara-Pokhri road,30.366306,79.104551,Rock Slide NA
33921,UK/CHA/53N07/2015/1247,Uttarakhand,Chamoli,,30.366426,79.465683,Rock Slide NA
33922,UK/RUD/53J15/2015/956,Uttarakhand,Rudraprayag,Rudraprayag-Kedarnath Road (NH-109),30.366594,78.983933,Debris Slide NA
33923,UK/CHA/53N03/2015/806,Uttarakhand,Chamoli,Tiwara-Pokhri road,30.366936,79.176194,Rock Slide NA
33924,UK/RUD/53J15/2015/955,Uttarakhand,Rudraprayag,Rudraprayag-Kedarnath Road (NH-109),30.367528,78.994589,Rock Slide NA
33925,UK/CHA/53N03/2013/0062,Uttarakhand,Chamoli,UK_CHA_MDR_,62,30.367611,79.274556 Debris Slide 16th-17th June 2013
33926,UK/TEH/53J11/2015/2148,Uttarakhand,Tehri Garhwal,Gadolia-Chah (village road),30.367691,78.56447,Debris Slide NA
33927,UK/RUD/53N03/2015/798,Uttarakhand,Rudraprayag,Rudraprayag-Pokhri road,30.36775,79.004778,Rock Slide NA
33928,UK/RUD/53J15/2015/954,Uttarakhand,Rudraprayag,Rudraprayag-Kedarnath Road (NH-109),30.367891,78.994943,Debris Slide NA
33929,UK/CHA/53N07/2015/1235,Uttarakhand,Chamoli,,30.368222,79.274472,Rock Slide NA
33930,UK/RUD/53J15/2015/1005,Uttarakhand,Rudraprayag,Tilwara-Mayali Road (SH-15),30.368363,78.901091,Rock Slide NA
33931,UK/CHA/53N03/2015/831,Uttarakhand,Chamoli,Pokhri-Nandprayag road,30.368389,79.228528,Rock Slide NA
33932,UK/TEH/53J11/2015/2146,Uttarakhand,Tehri Garhwal,Gadolia-Ghansyali (SH-8),30.368698,78.574432,Debris Slide NA
33933,UK/CHA/53N03/2015/821,Uttarakhand,Chamoli,Pokhri-Nandprayag road,30.369167,79.200917,Debris Slide NA
33934,UK/TEH/53J11/2015/2095,Uttarakhand,Tehri Garhwal,Gadolia to Pokhal road (SH-8),30.369667,78.587362,Debris Slide NA
33935,UK/TEH/53J11/2015/2097,Uttarakhand,Tehri Garhwal,Gadolia -Simlasu-Tipri road (SH8),30.369694,78.503372,Debris Slide NA
33936,UK/TEH/53J11/2015/2108,Uttarakhand,Tehri Garhwal,Gadolia -Simlasu-Tipri road (SH8),30.369968,78.562373,Debris Slide NA
33937,UK/TEH/53J11/2015/2107,Uttarakhand,Tehri Garhwal,Gadolia -Simlasu-Tipri road (SH8),30.370322,78.558135,Rock cum Debris Slide NA
33938,UK/DEH/53J03/2015/2035,Uttarakhand,Dehradun,Gondwala-GhatiKhola road,30.370398,78.040853,Rock Slide 2013
33939,UK/TEH/53J11/2015/2096,Uttarakhand,Tehri Garhwal,Gadolia -Simlasu-Tipri road (SH8),30.370498,78.502779,Debris Slide NA
33940,UK/RUD/53J15/2015/953,Uttarakhand,Rudraprayag,Rudraprayag-Kedarnath Road (NH-109),30.370712,78.995829,Debris Slide NA
33941,UK/RUD/53J15/2015/1006,Uttarakhand,Rudraprayag,Tilwara-Mayali Road (SH-15),30.370715,78.897006,Debris Slide NA
33942,UK/CHA/53N07/2015/1234,Uttarakhand,Chamoli,,30.371111,79.268389,Debris Slide NA
33943,UK/CHA/53N11/2018/16,Uttarakhand,Chamoli,Tapowan,30.372372,79.526595,Rock Slide 2016
33944,UK/RUD/53J15/2015/1007,Uttarakhand,Rudraprayag,Tilwara-Mayali Road (SH-15),30.372533,78.89388,Rock cum Debris Slide NA
33945,UK/TEH/53J11/2015/2149,Uttarakhand,Tehri Garhwal,Gadolia-Ghansyali (SH-8),30.372679,78.591014,Debris Slide NA
33946,UK/CHA/53N07/2015/1233,Uttarakhand,Chamoli,,30.373,79.273333,Rock Slide NA
33947,UK/CHA/53N11/2018/17,Uttarakhand,Chamoli,Ganai Ghat-Sutol,30.37322,79.501497,Rock cum debris Slide 2018
33948,UK/RUD/53J15/2015/1000,Uttarakhand,Rudraprayag,Mayali-Tilwara Road (SH-15),30.373541,78.902389,Debris Slide NA
